,latitude,longitude,surface_temperature_forecast,actual,2m_temperature_forecast
2018-08-01 18:00:00,51.0,11.5,24.357635,22.15,25.610687
2018-08-02 00:00:00,51.0,11.5,19.759949,19.42,20.420319
2018-08-02 06:00:00,51.0,11.5,19.960876,21.46,19.5
2018-08-02 12:00:00,51.0,11.5,30.756195,23.8,27.200012
2018-08-02 18:00:00,51.0,11.5,24.46936,26.48,25.399994
2018-08-03 00:00:00,51.0,11.5,18.567627,21.99,19.5
2018-08-03 06:00:00,51.0,11.5,20.898193,21.14,19.899994
2018-08-03 12:00:00,51.0,11.5,30.710663,29.79,28.300018
2018-08-03 18:00:00,51.0,11.5,24.924133,30.25,26.299988
2018-08-04 00:00:00,51.0,11.5,18.333862,22.54,20.600006
2018-08-04 06:00:00,51.0,11.5,23.31836,21.74,22.600006
2018-08-04 12:00:00,51.0,11.5,31.935242,32.34,29.669342
2018-08-04 18:00:00,51.0,11.5,24.618317,30.31,26.100006
2018-08-05 00:00:00,51.0,11.5,17.799988,19.37,19.0
2018-08-05 06:00:00,51.0,11.5,19.30487,20.56,18.234283
2018-08-05 12:00:00,51.0,11.5,25.740417,22.91,22.540436
2018-08-05 18:00:00,51.0,11.5,19.99997,23.47,21.200012
2018-08-06 00:00:00,51.0,11.5,13.105164,15.81,15.010834
2018-08-06 06:00:00,51.0,11.5,17.780518,16.23,16.909088
2018-08-06 12:00:00,51.0,11.5,28.652283,26.72,25.82193
2018-08-06 18:00:00,51.0,11.5,21.0206,28.21,22.600006
2018-08-07 00:00:00,51.0,11.5,15.852539,17.09,17.483185
2018-08-07 06:00:00,51.0,11.5,21.467468,19.62,21.100006
2018-08-07 12:00:00,51.0,11.5,33.512177,33.21,31.496643
2018-08-07 18:00:00,51.0,11.5,24.911316,31.7,26.816803
2018-08-08 00:00:00,51.0,11.5,19.394714,23.58,21.019989
2018-08-08 06:00:00,51.0,11.5,24.00824,22.04,23.799988
2018-08-08 12:00:00,51.0,11.5,33.93277,31.55,32.200012
2018-08-08 18:00:00,51.0,11.5,24.816895,29.93,26.185669
2018-08-09 00:00:00,51.0,11.5,17.792542,23.14,19.282745
2018-08-09 06:00:00,51.0,11.5,21.331879,22.11,20.730011
2018-08-09 12:00:00,51.0,11.5,32.723694,31.5,29.99997
2018-08-09 18:00:00,51.0,11.5,25.743683,26.83,27.27417
2018-08-10 00:00:00,51.0,11.5,18.868317,21.91,19.810944
2018-08-10 06:00:00,51.0,11.5,15.200195,18.04,14.998749
2018-08-10 12:00:00,51.0,11.5,25.159851,22.03,22.031677
2018-08-10 18:00:00,51.0,11.5,18.212097,21.87,19.493347
2018-08-11 00:00:00,51.0,11.5,13.082916,14.45,14.285309
2018-08-11 06:00:00,51.0,11.5,16.312927,15.34,16.279175
2018-08-11 12:00:00,51.0,11.5,21.826721,22.16,20.299988
2018-08-11 18:00:00,51.0,11.5,16.41681,21.33,17.842651
2018-08-12 00:00:00,51.0,11.5,10.620209,12.72,12.424622
2018-08-12 06:00:00,51.0,11.5,15.118256,12.16,14.569824
2018-08-12 12:00:00,51.0,11.5,27.67572,25.57,24.446808
2018-08-12 18:00:00,51.0,11.5,19.218567,25.9,21.904022
2018-08-13 00:00:00,51.0,11.5,14.199341,15.45,16.243042
2018-08-13 06:00:00,51.0,11.5,19.038605,15.16,18.866974
2018-08-13 12:00:00,51.0,11.5,29.295502,25.94,28.299988
2018-08-13 18:00:00,51.0,11.5,19.863342,22.38,20.750946
2018-08-14 00:00:00,51.0,11.5,15.606567,17.76,16.579681
2018-08-14 06:00:00,51.0,11.5,16.528198,18.11,16.225677
2018-08-14 12:00:00,51.0,11.5,21.67398,21.65,20.743103
2018-08-14 18:00:00,51.0,11.5,18.054138,21.1,19.14569
2018-08-15 00:00:00,51.0,11.5,13.038635,16.62,14.157745
2018-08-15 06:00:00,51.0,11.5,16.578766,15.05,15.745972
2018-08-15 12:00:00,51.0,11.5,22.9245,22.06,21.53891
2018-08-15 18:00:00,51.0,11.5,18.081116,22.27,19.528046
2018-08-16 00:00:00,51.0,11.5,13.030579,14.6,15.022583
2018-08-16 06:00:00,51.0,11.5,17.96109,13.95,17.224121
2018-08-16 12:00:00,51.0,11.5,31.864075,27.36,26.712708
2018-08-16 18:00:00,51.0,11.5,22.680573,28.49,24.600006
2018-08-17 00:00:00,51.0,11.5,20.58429,18.32,21.317047
2018-08-17 06:00:00,51.0,11.5,20.492188,17.54,20.228119
2018-08-17 12:00:00,51.0,11.5,26.926788,29.82,27.099976
2018-08-17 18:00:00,51.0,11.5,23.083435,19.32,24.527252
2018-08-18 00:00:00,51.0,11.5,17.924896,17.84,17.933777
2018-08-18 06:00:00,51.0,11.5,16.799988,17.22,16.6716
2018-08-18 12:00:00,51.0,11.5,26.328094,21.94,21.64151
2018-08-18 18:00:00,51.0,11.5,19.16922,23.58,20.60553
2018-08-19 00:00:00,51.0,11.5,14.717041,17.09,16.5
2018-08-19 06:00:00,51.0,11.5,18.23404,15.46,17.600006
2018-08-19 12:00:00,51.0,11.5,33.258972,27.98,27.100006
2018-08-19 18:00:00,51.0,11.5,20.453918,28.4,22.601257
2018-08-20 00:00:00,51.0,11.5,16.094055,18.18,17.611359
2018-08-20 06:00:00,51.0,11.5,18.817627,17.2,18.614685
2018-08-20 12:00:00,51.0,11.5,22.76117,23.17,21.850983
2018-08-20 18:00:00,51.0,11.5,20.591003,23.07,21.327606
2018-08-21 00:00:00,51.0,11.5,15.234283,20.1,16.199982
2018-08-21 06:00:00,51.0,11.5,17.622406,17.84,16.700012
2018-08-21 12:00:00,51.0,11.5,27.485046,20.51,22.700012
2018-08-21 18:00:00,51.0,11.5,18.622375,22.12,20.200012
2018-08-22 00:00:00,51.0,11.5,14.088715,14.9,15.700012
2018-08-22 06:00:00,51.0,11.5,17.700012,14.64,17.491486
2018-08-22 12:00:00,51.0,11.5,32.524475,27.32,26.524475
2018-08-22 18:00:00,51.0,11.5,20.501282,27.33,22.99997
2018-08-23 00:00:00,51.0,11.5,17.181702,18.51,18.848724
2018-08-23 06:00:00,51.0,11.5,20.759674,17.23,20.621918
2018-08-23 12:00:00,51.0,11.5,32.799988,31.03,30.200043
2018-08-23 18:00:00,51.0,11.5,22.276703,19.52,24.129059
2018-08-24 00:00:00,51.0,11.5,17.448425,17.15,18.898376
2018-08-24 06:00:00,51.0,11.5,18.582245,18.92,18.212097
2018-08-24 12:00:00,51.0,11.5,24.993164,22.72,22.899994
2018-08-24 18:00:00,51.0,11.5,16.336487,15.3,17.200012
2018-08-25 00:00:00,51.0,11.5,13.268311,13.28,14.131683
2018-08-25 06:00:00,51.0,11.5,14.241516,12.24,14.200012
2018-08-25 12:00:00,51.0,11.5,19.871918,15.7,17.0
2018-08-25 18:00:00,51.0,11.5,13.468292,14.94,14.700012
2018-08-26 00:00:00,51.0,11.5,8.758484,11.1,9.654877
2018-08-26 06:00:00,51.0,11.5,10.700012,9.37,10.299988
2018-08-26 12:00:00,51.0,11.5,22.129395,17.11,18.100006
2018-08-26 18:00:00,51.0,11.5,11.802032,16.94,14.417908
2018-08-27 00:00:00,51.0,11.5,9.236298,9.77,10.785736
2018-08-27 06:00:00,51.0,11.5,13.183014,11.23,13.820862
2018-08-27 12:00:00,51.0,11.5,17.961823,19.75,17.57782
2018-08-27 18:00:00,51.0,11.5,14.73819,19.17,16.264313
2018-08-28 00:00:00,51.0,11.5,12.324463,15.86,13.0
2018-08-28 06:00:00,51.0,11.5,13.047699,13.7,12.64743
2018-08-28 12:00:00,51.0,11.5,28.276062,19.78,21.677887
2018-08-28 18:00:00,51.0,11.5,15.681335,20.65,17.480652
2018-08-29 00:00:00,51.0,11.5,11.840973,12.42,13.283783
2018-08-29 06:00:00,51.0,11.5,15.11377,11.26,14.777924
2018-08-29 12:00:00,51.0,11.5,30.01239,27.07,26.241943
2018-08-29 18:00:00,51.0,11.5,19.517578,26.77,22.150543
2018-08-30 00:00:00,51.0,11.5,17.463959,18.56,18.299988
2018-08-30 06:00:00,51.0,11.5,15.230743,17.42,15.228119
2018-08-30 12:00:00,51.0,11.5,18.0,16.9,17.421936
2018-08-30 18:00:00,51.0,11.5,14.941711,18.46,16.332855
2018-08-31 00:00:00,51.0,11.5,10.386169,12.32,11.418304
2018-08-31 06:00:00,51.0,11.5,12.223785,11.58,11.600006
2018-08-31 12:00:00,51.0,11.5,24.154633,17.44,18.799988
2018-08-31 18:00:00,51.0,11.5,14.487061,17.29,15.799988
2018-09-01 00:00:00,51.0,11.5,10.200012,11.63,11.644043
2018-09-01 06:00:00,51.0,11.5,11.699951,9.73,11.169342
2018-09-01 12:00:00,51.0,11.5,23.478577,18.39,19.300018
2018-09-01 18:00:00,51.0,11.5,13.509766,17.76,15.399994
2018-09-02 00:00:00,51.0,11.5,10.836517,15.08,12.200012
2018-09-02 06:00:00,51.0,11.5,14.106903,13.54,13.899994
2018-09-02 12:00:00,51.0,11.5,14.624207,13.64,14.949768
2018-09-02 18:00:00,51.0,11.5,14.4999695,14.43,15.099976
2018-09-03 00:00:00,51.0,11.5,12.462891,15.03,13.600006
2018-09-03 06:00:00,51.0,11.5,15.096619,15.29,14.600006
2018-09-03 12:00:00,51.0,11.5,20.177307,16.25,18.899963
2018-09-03 18:00:00,51.0,11.5,15.399994,18.18,17.700012
2018-09-04 00:00:00,51.0,11.5,14.200012,16.27,15.544037
2018-09-04 06:00:00,51.0,11.5,15.786133,14.98,16.0
2018-09-04 12:00:00,51.0,11.5,25.686188,23.01,22.930634
2018-09-04 18:00:00,51.0,11.5,17.20868,22.12,19.400024
2018-09-05 00:00:00,51.0,11.5,12.922791,14.75,14.955963
2018-09-05 06:00:00,51.0,11.5,15.75235,13.03,15.599976
2018-09-05 12:00:00,51.0,11.5,27.812317,23.61,23.602356
2018-09-05 18:00:00,51.0,11.5,16.51767,21.84,18.602356
2018-09-06 00:00:00,51.0,11.5,12.422302,15.22,14.6032715
2018-09-06 06:00:00,51.0,11.5,16.17392,12.61,16.399994
2018-09-06 12:00:00,51.0,11.5,28.851654,24.58,24.903473
2018-09-06 18:00:00,51.0,11.5,18.251709,23.94,20.147705
2018-09-07 00:00:00,51.0,11.5,15.774231,16.26,16.648895
2018-09-07 06:00:00,51.0,11.5,15.738647,15.52,15.857971
2018-09-07 12:00:00,51.0,11.5,20.513641,21.22,18.837463
2018-09-07 18:00:00,51.0,11.5,15.015717,16.47,16.299988
2018-09-08 00:00:00,51.0,11.5,10.6163025,13.88,11.599976
2018-09-08 06:00:00,51.0,11.5,10.8280945,11.15,10.699951
2018-09-08 12:00:00,51.0,11.5,23.774872,19.32,19.899994
2018-09-08 18:00:00,51.0,11.5,12.687927,19.3,15.399963
2018-09-09 00:00:00,51.0,11.5,11.465149,11.88,13.018005
2018-09-09 06:00:00,51.0,11.5,13.236328,10.28,13.5
2018-09-09 12:00:00,51.0,11.5,25.985016,21.86,22.299988
2018-09-09 18:00:00,51.0,11.5,13.881775,20.31,16.799988
2018-09-10 00:00:00,51.0,11.5,11.754913,12.38,13.799988
2018-09-10 06:00:00,51.0,11.5,12.619995,9.71,13.299988
2018-09-10 12:00:00,51.0,11.5,26.391174,25.59,24.254486
2018-09-10 18:00:00,51.0,11.5,19.622131,22.8,20.9281
2018-09-11 00:00:00,51.0,11.5,13.235321,17.72,14.899963
2018-09-11 06:00:00,51.0,11.5,14.700012,14.35,14.899994
2018-09-11 12:00:00,51.0,11.5,26.200012,24.73,23.899963
2018-09-11 18:00:00,51.0,11.5,17.048706,23.31,18.9534
2018-09-12 00:00:00,51.0,11.5,14.524811,15.13,15.946594
2018-09-12 06:00:00,51.0,11.5,14.799988,14.7,15.185303
2018-09-12 12:00:00,51.0,11.5,28.60318,27.81,26.20639
2018-09-12 18:00:00,51.0,11.5,18.345367,25.39,19.398712
2018-09-13 00:00:00,51.0,11.5,14.585754,14.2,14.221527
2018-09-13 06:00:00,51.0,11.5,13.683411,13.87,13.191925
2018-09-13 12:00:00,51.0,11.5,18.908508,15.79,16.968536
2018-09-13 18:00:00,51.0,11.5,14.701172,15.42,14.836182
2018-09-14 00:00:00,51.0,11.5,13.380951,13.85,13.305176
2018-09-14 06:00:00,51.0,11.5,13.291321,12.47,12.699982
2018-09-14 12:00:00,51.0,11.5,20.240631,17.64,17.799988
2018-09-14 18:00:00,51.0,11.5,13.410828,17.18,15.321442
2018-09-15 00:00:00,51.0,11.5,11.042267,13.57,12.716064
2018-09-15 06:00:00,51.0,11.5,10.445374,13.47,10.608093
2018-09-15 12:00:00,51.0,11.5,22.673279,18.28,19.100006
2018-09-15 18:00:00,51.0,11.5,12.762085,17.49,14.511841
2018-09-16 00:00:00,51.0,11.5,10.429291,10.34,11.837341
2018-09-16 06:00:00,51.0,11.5,11.351746,9.32,11.705902
2018-09-16 12:00:00,51.0,11.5,27.936066,20.88,21.838654
2018-09-16 18:00:00,51.0,11.5,13.78067,19.23,16.805908
2018-09-17 00:00:00,51.0,11.5,11.157959,11.4,13.099976
2018-09-17 06:00:00,51.0,11.5,12.40741,9.6,13.200012
2018-09-17 12:00:00,51.0,11.5,27.906067,25.65,24.224213
2018-09-17 18:00:00,51.0,11.5,14.79541,21.74,18.463684
2018-09-18 00:00:00,51.0,11.5,12.802338,13.2,14.999939
2018-09-18 06:00:00,51.0,11.5,13.991791,10.74,14.899994
2018-09-18 12:00:00,51.0,11.5,29.724426,28.56,27.200012
2018-09-18 18:00:00,51.0,11.5,18.78955,25.57,21.03952
2018-09-19 00:00:00,51.0,11.5,16.407166,16.05,17.929047
2018-09-19 06:00:00,51.0,11.5,16.5401,13.87,17.10431
2018-09-19 12:00:00,51.0,11.5,30.547546,27.53,27.899994
2018-09-19 18:00:00,51.0,11.5,19.700012,25.17,21.599976
2018-09-20 00:00:00,51.0,11.5,16.77475,18.0,18.003113
2018-09-20 06:00:00,51.0,11.5,16.59488,15.69,17.126312
2018-09-20 12:00:00,51.0,11.5,29.529144,27.57,26.899963
2018-09-20 18:00:00,51.0,11.5,19.215729,25.12,21.215729
2018-09-21 00:00:00,51.0,11.5,16.238647,16.18,17.669373
2018-09-21 06:00:00,51.0,11.5,17.607758,18.93,18.5
2018-09-21 12:00:00,51.0,11.5,26.93637,26.69,26.399994
2018-09-21 18:00:00,51.0,11.5,11.811829,12.29,12.600006
2018-09-22 00:00:00,51.0,11.5,9.011871,11.02,10.060944
2018-09-22 06:00:00,51.0,11.5,9.248993,10.08,9.646942
2018-09-22 12:00:00,51.0,11.5,18.700012,15.75,16.399994
2018-09-22 18:00:00,51.0,11.5,12.496155,14.24,13.099976
2018-09-23 00:00:00,51.0,11.5,10.700012,10.14,10.899963
2018-09-23 06:00:00,51.0,11.5,10.45166,9.66,10.453247
2018-09-23 12:00:00,51.0,11.5,12.061798,11.66,11.700012
2018-09-23 18:00:00,51.0,11.5,8.152771,9.85,8.0
2018-09-24 00:00:00,51.0,11.5,7.899994,6.61,8.49115
2018-09-24 06:00:00,51.0,11.5,6.0000305,7.55,6.354645
2018-09-24 12:00:00,51.0,11.5,13.566986,8.4,11.810699
2018-09-24 18:00:00,51.0,11.5,6.4501343,7.62,7.6656494
2018-09-25 00:00:00,51.0,11.5,4.0848694,6.11,5.0605164
2018-09-25 06:00:00,51.0,11.5,4.0053406,5.65,4.2655334
2018-09-25 12:00:00,51.0,11.5,15.8723755,11.3,12.113098
2018-09-25 18:00:00,51.0,11.5,5.598358,8.94,7.899994
2018-09-26 00:00:00,51.0,11.5,3.6817017,2.78,5.1700134
2018-09-26 06:00:00,51.0,11.5,4.1276245,1.66,4.883789
2018-09-26 12:00:00,51.0,11.5,18.833405,15.1,16.600006
2018-09-26 18:00:00,51.0,11.5,8.990234,13.53,10.799988
2018-09-27 00:00:00,51.0,11.5,8.473938,6.83,9.865845
2018-09-27 06:00:00,51.0,11.5,9.864288,8.93,10.572937
2018-09-27 12:00:00,51.0,11.5,23.702576,21.01,21.399994
2018-09-27 18:00:00,51.0,11.5,12.302277,18.92,14.5
2018-09-28 00:00:00,51.0,11.5,9.227722,8.98,10.920197
2018-09-28 06:00:00,51.0,11.5,8.286438,6.71,9.095947
2018-09-28 12:00:00,51.0,11.5,11.360535,10.94,11.100006
2018-09-28 18:00:00,51.0,11.5,8.401703,10.89,9.700012
2018-09-29 00:00:00,51.0,11.5,3.5,7.33,4.892395
2018-09-29 06:00:00,51.0,11.5,3.8280945,2.0,4.461548
2018-09-29 12:00:00,51.0,11.5,17.502716,12.23,12.657471
2018-09-29 18:00:00,51.0,11.5,5.899994,9.78,7.9549255
2018-09-30 00:00:00,51.0,11.5,3.8098145,2.98,5.5140686
2018-09-30 06:00:00,51.0,11.5,4.1549377,1.91,5.230011
2018-09-30 12:00:00,51.0,11.5,22.578949,15.97,17.100006
2018-09-30 18:00:00,51.0,11.5,7.411865,13.1,10.299988
2018-10-01 00:00:00,51.0,11.5,4.85376,4.48,6.978943
2018-10-01 06:00:00,51.0,11.5,5.700012,3.12,6.25354
2018-10-01 12:00:00,51.0,11.5,14.781158,9.82,12.604309
2018-10-01 18:00:00,51.0,11.5,7.3318787,7.05,8.131683
2018-10-02 00:00:00,51.0,11.5,3.6384888,5.39,4.4266663
2018-10-02 06:00:00,51.0,11.5,2.7725525,4.95,3.22937
2018-10-02 12:00:00,51.0,11.5,10.484222,7.88,10.0
2018-10-02 18:00:00,51.0,11.5,8.715179,8.66,9.351288
2018-10-03 00:00:00,51.0,11.5,6.9407043,10.77,7.934601
2018-10-03 06:00:00,51.0,11.5,7.1831665,10.79,7.7358704
2018-10-03 12:00:00,51.0,11.5,14.655457,13.3,12.7248535
2018-10-03 18:00:00,51.0,11.5,6.9663696,11.58,8.3055725
2018-10-04 00:00:00,51.0,11.5,4.5401917,6.14,5.6204834
2018-10-04 06:00:00,51.0,11.5,4.885956,2.94,5.560913
2018-10-04 12:00:00,51.0,11.5,19.554382,15.37,15.91568
2018-10-04 18:00:00,51.0,11.5,7.9309998,13.66,10.799988
2018-10-05 00:00:00,51.0,11.5,6.8538513,6.46,8.619568
2018-10-05 06:00:00,51.0,11.5,6.329315,3.43,7.710022
2018-10-05 12:00:00,51.0,11.5,22.700012,18.92,19.996643
2018-10-05 18:00:00,51.0,11.5,11.090515,15.97,13.641693
2018-10-06 00:00:00,51.0,11.5,8.399994,12.32,10.156128
2018-10-06 06:00:00,51.0,11.5,9.045105,8.24,10.142822
2018-10-06 12:00:00,51.0,11.5,24.125275,21.73,22.415283
2018-10-06 18:00:00,51.0,11.5,13.749207,19.21,15.799988
2018-10-07 00:00:00,51.0,11.5,11.588409,14.4,13.16214
2018-10-07 06:00:00,51.0,11.5,11.0,10.44,12.100006
2018-10-07 12:00:00,51.0,11.5,12.827057,11.51,12.401611
2018-10-07 18:00:00,51.0,11.5,8.3012085,9.98,9.137909
2018-10-08 00:00:00,51.0,11.5,3.6399536,8.24,5.0595093
2018-10-08 06:00:00,51.0,11.5,3.645813,7.06,4.3648987
2018-10-08 12:00:00,51.0,11.5,21.102356,15.29,16.04596
2018-10-08 18:00:00,51.0,11.5,9.503723,13.37,11.318237
2018-10-09 00:00:00,51.0,11.5,8.278961,8.6,10.324127
2018-10-09 06:00:00,51.0,11.5,8.651276,6.43,10.182831
2018-10-09 12:00:00,51.0,11.5,25.730682,18.5,21.167297
2018-10-09 18:00:00,51.0,11.5,12.12915,15.73,14.529144
2018-10-10 00:00:00,51.0,11.5,9.442627,9.32,11.726868
2018-10-10 06:00:00,51.0,11.5,8.663239,6.81,10.313812
2018-10-10 12:00:00,51.0,11.5,23.282776,19.31,21.039124
2018-10-10 18:00:00,51.0,11.5,12.834473,17.89,14.501831
2018-10-11 00:00:00,51.0,11.5,9.299988,9.93,10.996124
2018-10-11 06:00:00,51.0,11.5,7.4816895,11.85,9.052795
2018-10-11 12:00:00,51.0,11.5,23.5,22.58,21.441711
2018-10-11 18:00:00,51.0,11.5,12.058289,19.07,14.299988
2018-10-12 00:00:00,51.0,11.5,10.699951,12.33,12.28952
2018-10-12 06:00:00,51.0,11.5,11.299988,10.15,12.779175
2018-10-12 12:00:00,51.0,11.5,25.704681,24.26,23.767395
2018-10-12 18:00:00,51.0,11.5,14.58136,20.25,16.69461
2018-10-13 00:00:00,51.0,11.5,12.370331,12.74,14.365631
2018-10-13 06:00:00,51.0,11.5,11.256714,8.74,13.177216
2018-10-13 12:00:00,51.0,11.5,26.108215,24.42,24.376862
2018-10-13 18:00:00,51.0,11.5,14.174072,19.7,15.848694
2018-10-14 00:00:00,51.0,11.5,9.777283,14.34,11.517548
2018-10-14 06:00:00,51.0,11.5,9.0,10.67,10.427704
2018-10-14 12:00:00,51.0,11.5,24.294006,22.39,22.186829
2018-10-14 18:00:00,51.0,11.5,13.238953,18.75,15.168243
2018-10-15 00:00:00,51.0,11.5,9.738953,13.28,11.944672
2018-10-15 06:00:00,51.0,11.5,9.134277,10.15,10.798706
2018-10-15 12:00:00,51.0,11.5,25.816101,22.08,22.360046
2018-10-15 18:00:00,51.0,11.5,12.700012,18.66,15.0433655
2018-10-16 00:00:00,51.0,11.5,10.600037,10.83,12.490326
2018-10-16 06:00:00,51.0,11.5,12.695007,8.08,13.659241
2018-10-16 12:00:00,51.0,11.5,22.899994,18.77,20.599976
2018-10-16 18:00:00,51.0,11.5,14.043549,14.17,15.912903
2018-10-17 00:00:00,51.0,11.5,13.214111,10.12,14.211853
2018-10-17 06:00:00,51.0,11.5,9.302643,7.88,11.190521
2018-10-17 12:00:00,51.0,11.5,24.41684,19.72,20.203857
2018-10-17 18:00:00,51.0,11.5,11.542053,15.51,13.799988
2018-10-18 00:00:00,51.0,11.5,9.100006,9.06,11.369629
2018-10-18 06:00:00,51.0,11.5,9.100006,7.65,10.676727
2018-10-18 12:00:00,51.0,11.5,21.100037,14.86,18.399994
2018-10-18 18:00:00,51.0,11.5,13.772705,12.94,14.100006
2018-10-19 00:00:00,51.0,11.5,11.019318,12.22,11.273834
2018-10-19 06:00:00,51.0,11.5,9.750092,10.61,9.696136
2018-10-19 12:00:00,51.0,11.5,14.600037,11.91,12.285126
2018-10-19 18:00:00,51.0,11.5,10.789734,10.46,10.967102
2018-10-20 00:00:00,51.0,11.5,6.5,8.45,7.9415894
2018-10-20 06:00:00,51.0,11.5,3.32193,7.18,5.6853027
2018-10-20 12:00:00,51.0,11.5,16.024902,13.04,12.3003235
2018-10-20 18:00:00,51.0,11.5,7.9501953,10.02,8.929169
2018-10-21 00:00:00,51.0,11.5,7.600006,5.04,8.000732
2018-10-21 06:00:00,51.0,11.5,7.3245544,4.9,7.454651
2018-10-21 12:00:00,51.0,11.5,14.67276,13.25,12.060028
2018-10-21 18:00:00,51.0,11.5,5.735321,8.86,7.7463684
2018-10-22 00:00:00,51.0,11.5,4.438904,2.66,6.1638184
2018-10-22 06:00:00,51.0,11.5,4.146179,0.96,5.6104736
2018-10-22 12:00:00,51.0,11.5,10.315521,11.0,10.5546875
2018-10-22 18:00:00,51.0,11.5,6.2637634,7.8,7.4923706
2018-10-23 00:00:00,51.0,11.5,5.2090454,6.48,5.814728
2018-10-23 06:00:00,51.0,11.5,4.180359,3.66,5.035095
2018-10-23 12:00:00,51.0,11.5,9.222717,9.29,9.386017
2018-10-23 18:00:00,51.0,11.5,10.200012,9.8,10.973846
2018-10-24 00:00:00,51.0,11.5,11.6527405,10.62,12.459564
2018-10-24 06:00:00,51.0,11.5,11.835602,11.7,12.5217285
2018-10-24 12:00:00,51.0,11.5,11.121277,9.02,11.42157
2018-10-24 18:00:00,51.0,11.5,9.065735,9.99,9.693756
2018-10-25 00:00:00,51.0,11.5,11.324524,10.93,11.930481
2018-10-25 06:00:00,51.0,11.5,10.843292,11.98,11.64566
2018-10-25 12:00:00,51.0,11.5,14.677032,13.63,13.448944
2018-10-25 18:00:00,51.0,11.5,10.2873535,11.47,10.816162
2018-10-26 00:00:00,51.0,11.5,8.548828,10.41,9.130524
2018-10-26 06:00:00,51.0,11.5,5.881134,9.35,6.6536865
2018-10-26 12:00:00,51.0,11.5,13.983185,11.04,11.973602
2018-10-26 18:00:00,51.0,11.5,9.7543335,10.35,10.132721
2018-10-27 00:00:00,51.0,11.5,7.745056,8.54,8.160004
2018-10-27 06:00:00,51.0,11.5,4.5998535,5.8,5.262665
2018-10-27 12:00:00,51.0,11.5,11.073669,8.0,8.768188
2018-10-27 18:00:00,51.0,11.5,5.285095,6.25,6.175293
2018-10-28 00:00:00,51.0,11.5,4.3999634,4.56,4.827881
2018-10-28 06:00:00,51.0,11.5,2.7000122,2.41,2.7697144
2018-10-28 12:00:00,51.0,11.5,5.7450867,3.55,5.2810974
2018-10-28 18:00:00,51.0,11.5,4.7743225,3.31,5.0522766
2018-10-29 00:00:00,51.0,11.5,4.200012,3.13,4.340332
2018-10-29 06:00:00,51.0,11.5,3.5378723,2.45,3.5706177
2018-10-29 12:00:00,51.0,11.5,5.4627075,3.2,5.08432
2018-10-29 18:00:00,51.0,11.5,6.6450806,3.29,6.8475647
2018-10-30 00:00:00,51.0,11.5,8.299988,4.36,8.70047
2018-10-30 06:00:00,51.0,11.5,9.200012,4.52,11.860474
2018-10-30 12:00:00,51.0,11.5,13.134766,10.13,12.275635
2018-10-30 18:00:00,51.0,11.5,7.417572,6.85,8.14682
2018-10-31 00:00:00,51.0,11.5,5.092682,6.77,6.162201
2018-10-31 06:00:00,51.0,11.5,2.5670776,4.44,3.9424133
2018-10-31 12:00:00,51.0,11.5,15.4244995,12.29,13.573303
2018-10-31 18:00:00,51.0,11.5,6.339203,10.15,8.310272
2018-11-01 00:00:00,51.0,11.5,3.9006958,3.33,5.6974487
2018-11-01 06:00:00,51.0,11.5,2.8646545,0.5,4.7284546
2018-11-01 12:00:00,51.0,11.5,14.399994,9.1,13.350067
2018-11-01 18:00:00,51.0,11.5,6.5985413,9.44,8.160736
2018-11-02 00:00:00,51.0,11.5,5.5000305,6.29,6.932434
2018-11-02 06:00:00,51.0,11.5,4.821533,6.13,6.3553467
2018-11-02 12:00:00,51.0,11.5,15.100006,12.21,13.011871
2018-11-02 18:00:00,51.0,11.5,7.600006,8.64,8.183105
2018-11-03 00:00:00,51.0,11.5,6.1688538,7.48,6.5203857
2018-11-03 06:00:00,51.0,11.5,2.2564087,6.75,3.753662
2018-11-03 12:00:00,51.0,11.5,12.56427,8.27,9.66568
2018-11-03 18:00:00,51.0,11.5,7.8244934,7.87,8.116913
2018-11-04 00:00:00,51.0,11.5,7.0512695,7.84,7.3120117
2018-11-04 06:00:00,51.0,11.5,3.7999878,7.56,5.0658264
2018-11-04 12:00:00,51.0,11.5,15.544586,9.72,12.8316345
2018-11-04 18:00:00,51.0,11.5,7.106262,10.48,8.600464
2018-11-05 00:00:00,51.0,11.5,5.7644653,10.06,7.3395996
2018-11-05 06:00:00,51.0,11.5,4.7800903,6.99,6.659973
2018-11-05 12:00:00,51.0,11.5,16.702301,12.12,15.119904
2018-11-05 18:00:00,51.0,11.5,7.990204,12.11,10.306274
2018-11-06 00:00:00,51.0,11.5,7.0154724,9.22,8.809113
2018-11-06 06:00:00,51.0,11.5,6.2321167,8.19,8.077148
2018-11-06 12:00:00,51.0,11.5,19.200012,17.41,16.83136
2018-11-06 18:00:00,51.0,11.5,9.02655,12.1,11.239044
2018-11-07 00:00:00,51.0,11.5,7.85849,10.2,9.599976
2018-11-07 06:00:00,51.0,11.5,6.8048706,5.77,8.331848
2018-11-07 18:00:00,51.0,11.5,8.5,11.12,11.138489
2018-11-08 00:00:00,51.0,11.5,7.082947,5.95,8.989929
2018-11-08 06:00:00,51.0,11.5,7.96109,6.9,8.78595
2018-11-08 12:00:00,51.0,11.5,10.884796,13.1,10.302856
2018-11-08 18:00:00,51.0,11.5,7.530426,10.83,8.845306
